Date,Adj Close
2020-01-01,1258.4580078125
2020-01-02,1266.4796142578125
2020-01-03,1248.418701171875
2020-01-06,1221.4010009765625
2020-01-07,1240.741455078125
2020-01-08,1237.4935302734375
2020-01-09,1251.3714599609375
2020-01-10,1262.4932861328125
2020-01-13,1265.7413330078125
2020-01-14,1269.186279296875
2020-01-15,1264.0189208984375
2020-01-16,1267.3653564453125
2020-01-17,1258.0150146484375
2020-01-20,1235.13134765625
2020-01-21,1224.74755859375
2020-01-22,1221.3026123046875
2020-01-23,1225.2396240234375
2020-01-24,1224.9444580078125
2020-01-27,1194.088134765625
2020-01-28,1203.9305419921875
2020-01-29,1216.38134765625
2020-01-30,1206.73583984375
2020-01-31,1206.98193359375
2020-02-03,1174.009521484375
2020-02-04,1210.4267578125
2020-02-05,1225.042724609375
2020-02-06,1220.2691650390625
2020-02-07,1222.63134765625
2020-02-10,1220.7613525390625
2020-02-11,1221.0565185546875
2020-02-12,1229.32421875
2020-02-13,1221.843994140625
2020-02-14,1200.1412353515625
2020-02-17,1197.97607421875
2020-02-18,1194.137451171875
2020-02-19,1207.8675537109375
2020-02-20,1197.9267578125
2020-02-24,1190.889404296875
2020-02-25,1181.3914794921875
2020-02-26,1180.3580322265625
2020-02-27,1180.5548095703125
2020-02-28,1159.0982666015625
2020-03-02,1161.0174560546875
2020-03-03,1163.1829833984375
2020-03-04,1130.751953125
2020-03-05,1133.2125244140625
2020-03-06,1117.0216064453125
2020-03-09,1089.8565673828125
2020-03-11,1096.2540283203125
2020-03-12,1005.2112426757812
2020-03-13,1052.947265625
2020-03-16,983.7546997070312
2020-03-17,959.7390747070312
2020-03-18,863.0860595703125
2020-03-19,881.4421997070312
2020-03-20,868.9422607421875
2020-03-23,759.3955688476562
2020-03-24,755.6062622070312
2020-03-25,843.2534790039062
2020-03-26,886.9047241210938
2020-03-27,890.2020263671875
2020-03-30,818.5488891601562
2020-03-31,848.3223266601562
2020-04-01,816.5803833007812
2020-04-03,801.0292358398438
2020-04-07,881.9835205078125
2020-04-08,874.8970336914062
2020-04-09,910.4774780273438
2020-04-13,881.2453002929688
2020-04-15,849.7002563476562
2020-04-16,865.89111328125
2020-04-17,895.9598388671875
2020-04-20,929.9655151367188
2020-04-21,907.1310424804688
2020-04-22,913.9715576171875
2020-04-23,939.906494140625
2020-04-24,923.2726440429688
2020-04-27,915.0542602539062
2020-04-28,916.7274780273438
2020-04-29,961.70751953125
2020-04-30,986.0183715820312
2020-05-04,908.4597778320312
2020-05-05,897.091796875
2020-05-06,931.4912109375
2020-05-07,910.4282836914062
2020-05-08,914.4144897460938
2020-05-11,901.3731689453125
2020-05-12,887.3477172851562
2020-05-13,913.0365600585938
2020-05-14,879.6213989257812
2020-05-15,874.1588134765625
2020-05-18,823.4700927734375
2020-05-19,817.5645751953125
2020-05-20,843.597900390625
2020-05-21,846.0093383789062
2020-05-22,825.6353759765625
2020-05-26,838.9719848632812
2020-05-27,889.4146118164062
2020-05-28,930.3592529296875
2020-05-29,936.658447265625
2020-06-01,972.09130859375
2020-06-02,985.2310180664062
2020-06-03,1006.1463012695312
2020-06-04,985.9199829101562
2020-06-05,1017.0713500976562
2020-06-08,999.8963623046875
2020-06-09,971.746826171875
2020-06-10,976.2251586914062
2020-06-11,953.3413696289062
2020-06-12,967.2684936523438
2020-06-15,934.8867797851562
2020-06-16,974.7980346679688
2020-06-17,963.8236694335938
2020-06-18,1003.8825073242188
2020-06-19,1017.0713500976562
2020-06-22,1012.5438842773438
2020-06-23,1025.88037109375
2020-06-24,1016.2347412109375
2020-06-25,1012.5438842773438
2020-06-26,1039.8074951171875
2020-06-29,1059.0987548828125
2020-06-30,1049.0594482421875
2020-07-01,1067.5140380859375
2020-07-02,1072.238525390625
2020-07-03,1057.03173828125
2020-07-06,1085.624267578125
2020-07-07,1087.7403564453125
2020-07-08,1092.8583984375
2020-07-09,1107.2283935546875
2020-07-10,1087.6910400390625
2020-07-13,1063.232666015625
2020-07-14,1042.169677734375
2020-07-15,1036.5594482421875
2020-07-16,1045.8115234375
2020-07-17,1081.145751953125
2020-07-20,1115.200927734375
2020-07-21,1120.6142578125
2020-07-22,1108.6063232421875
2020-07-23,1112.592529296875
2020-07-24,1101.4705810546875
2020-07-27,1062.494384765625
2020-07-28,1069.5318603515625
2020-07-29,1047.8291015625
2020-07-30,1034.0989990234375
2020-07-31,1016.5301513671875
2020-08-03,986.2152709960938
2020-08-04,1025.2406005859375
2020-08-05,1011.36279296875
2020-08-06,1024.3055419921875
2020-08-07,1027.406005859375
2020-08-10,1034.0989990234375
2020-08-11,1049.846923828125
2020-08-12,1046.9432373046875
2020-08-13,1042.3665771484375
2020-08-14,1018.1541137695312
2020-08-17,1016.4808959960938
2020-08-18,1039.856689453125
2020-08-19,1049.797607421875
2020-08-20,1042.3173828125
2020-08-21,1068.5474853515625
2020-08-24,1099.4530029296875
2020-08-25,1102.06103515625
2020-08-26,1100.8306884765625
2020-08-27,1094.580810546875
2020-08-28,1096.943115234375
2020-08-31,1098.271728515625
2020-09-01,1109.54150390625
2020-09-02,1116.2835693359375
2020-09-03,1113.084716796875
2020-09-04,1101.66748046875
2020-09-07,1093.006103515625
2020-09-08,1094.92529296875
2020-09-09,1079.2265625
2020-09-10,1073.370361328125
2020-09-11,1061.6578369140625
2020-09-14,1041.2838134765625
2020-09-15,1053.63623046875
2020-09-16,1076.4215087890625
2020-09-17,1066.52978515625
2020-09-18,1040.6441650390625
2020-09-21,1032.7701416015625
2020-09-22,1019.0891723632812
2020-09-23,1030.75244140625
2020-09-24,1014.16796875
2020-09-25,1027.5535888671875
2020-09-28,1037.5928955078125
2020-09-29,1045.8115234375
2020-09-30,1061.6085205078125
2020-10-01,1089.511962890625
2020-10-05,1096.79541015625
2020-10-06,1126.0767822265625
2020-10-07,1143.9407958984375
2020-10-08,1173.025390625
2020-10-09,1214.11767578125
2020-10-12,1194.5311279296875
2020-10-13,1179.570556640625
2020-10-14,1192.4149169921875
2020-10-15,1150.83056640625
2020-10-16,1180.456298828125
2020-10-19,1184.59033203125
2020-10-20,1204.6688232421875
2020-10-21,1227.0604248046875
2020-10-22,1213.8717041015625
2020-10-23,1216.3321533203125
2020-10-26,1191.824462890625
2020-10-27,1213.6746826171875
2020-10-28,1190.5447998046875
2020-10-29,1168.4976806640625
2020-10-30,1164.9052734375
2020-11-02,1196.10595703125
2020-11-03,1228.290771484375
2020-11-04,1237.5919189453125
2020-11-05,1249.2059326171875
2020-11-06,1287.05029296875
2020-11-09,1319.43212890625
2020-11-10,1371.695556640625
2020-11-11,1368.0538330078125
2020-11-12,1350.09130859375
2020-11-13,1337.39453125
2020-11-14,1348.122802734375
2020-11-17,1386.262451171875
2020-11-18,1386.5084228515625
2020-11-19,1352.699462890625
2020-11-20,1381.5380859375
2020-11-23,1372.6304931640625
2020-11-24,1415.543701171875
2020-11-25,1380.701416015625
2020-11-26,1404.1756591796875
2020-11-27,1418.1519775390625
2020-12-01,1410.720947265625
2020-12-02,1384.7860107421875
2020-12-03,1355.504638671875
2020-12-04,1363.7723388671875
2020-12-07,1350.632568359375
2020-12-08,1354.6190185546875
2020-12-09,1385.0321044921875
2020-12-10,1364.018310546875
2020-12-11,1361.0164794921875
2020-12-14,1350.5343017578125
2020-12-15,1369.382568359375
2020-12-16,1388.4769287109375
2020-12-17,1419.0870361328125
2020-12-18,1389.11669921875
2020-12-21,1351.0263671875
2020-12-22,1351.46923828125
2020-12-23,1353.97900390625
2020-12-24,1375.0911865234375
2020-12-28,1390.593017578125
2020-12-29,1404.717041015625
2020-12-30,1409.93359375
2020-12-31,1413.6737060546875
2021-01-01,1402.6009521484375
2021-01-04,1393.6934814453125
2021-01-05,1404.224853515625
2021-01-06,1398.1717529296875
2021-01-07,1393.939453125
2021-01-08,1409.0970458984375
2021-01-11,1428.5849609375
2021-01-12,1457.66943359375
2021-01-13,1447.4825439453125
2021-01-14,1445.612548828125
2021-01-15,1443.5455322265625
2021-01-18,1459.736328125
2021-01-19,1480.1595458984375
2021-01-20,1468.4962158203125
2021-01-21,1451.567138671875
2021-01-22,1420.8094482421875
2021-01-25,1439.805419921875
2021-01-27,1387.394287109375
2021-01-28,1349.84521484375
2021-01-29,1368.5950927734375
2021-02-01,1453.4864501953125
2021-02-02,1535.96630859375
2021-02-03,1549.991943359375
2021-02-04,1554.2239990234375
2021-02-05,1572.4326171875
2021-02-08,1579.962158203125
2021-02-09,1586.4581298828125
2021-02-10,1556.8323974609375
2021-02-11,1547.5804443359375
2021-02-12,1557.0291748046875
2021-02-15,1591.13330078125
2021-02-16,1601.025146484375
2021-02-17,1561.507568359375
2021-02-18,1529.8148193359375
2021-02-19,1514.8541259765625
2021-02-22,1523.614013671875
2021-02-23,1505.06103515625
2021-02-24,1581.1431884765625
2021-02-25,1581.093994140625
2021-02-26,1510.228271484375
2021-03-01,1534.34228515625
2021-03-02,1543.4957275390625
2021-03-03,1561.85205078125
2021-03-04,1527.6002197265625
2021-03-05,1505.8975830078125
2021-03-08,1495.56298828125
2021-03-09,1537.8856201171875
2021-03-10,1531.241943359375
2021-03-12,1527.5018310546875
2021-03-15,1504.56884765625
2021-03-16,1488.328857421875
2021-03-17,1471.79345703125
2021-03-18,1467.511962890625
2021-03-19,1473.9095458984375
2021-03-22,1446.0062255859375
2021-03-23,1476.517822265625
2021-03-24,1455.504150390625
2021-03-25,1440.2974853515625
2021-03-26,1467.807373046875
2021-03-30,1529.2242431640625
2021-03-31,1470.1202392578125
2021-04-01,1463.328857421875
2021-04-05,1426.76416015625
2021-04-06,1417.5614013671875
2021-04-07,1424.4019775390625
2021-04-08,1410.2288818359375
2021-04-09,1399.3529052734375
2021-04-12,1345.5146484375
2021-04-13,1378.2900390625
2021-04-15,1407.5712890625
2021-04-16,1406.1441650390625
2021-04-19,1390.150146484375
2021-04-20,1369.48095703125
2021-04-22,1400.091064453125
2021-04-23,1391.87255859375
2021-04-26,1382.669921875
2021-04-27,1416.035888671875
2021-04-28,1453.5357666015625
2021-04-29,1449.3033447265625
2021-04-30,1390.0518798828125
2021-05-03,1392.1678466796875
2021-05-04,1366.47900390625
2021-05-05,1380.5045166015625
2021-05-06,1378.831298828125
2021-05-07,1392.463134765625
2021-05-10,1397.4827880859375
2021-05-11,1381.439697265625
2021-05-12,1377.4534912109375
2021-05-14,1365.0025634765625
2021-05-17,1417.5614013671875
2021-05-18,1453.4371337890625
2021-05-19,1435.2286376953125
2021-05-20,1410.2288818359375
2021-05-21,1473.7127685546875
2021-05-24,1486.163330078125
2021-05-25,1455.6517333984375
2021-05-26,1453.78173828125
2021-05-27,1459.29345703125
2021-05-28,1479.7657470703125
2021-05-31,1491.970458984375
2021-06-01,1487.8858642578125
2021-06-02,1480.30712890625
2021-06-03,1496.596435546875
2021-06-04,1477.30517578125
2021-06-07,1476.2225341796875
2021-06-08,1459.687255859375
2021-06-09,1456.9805908203125
2021-06-10,1457.71875
2021-06-11,1462.935302734375
2021-06-14,1456.143798828125
2021-06-15,1466.7738037109375
2021-06-16,1461.2127685546875
2021-06-17,1443.004150390625
2021-06-18,1456.488525390625
2021-06-21,1465.2481689453125
2021-06-22,1460.425537109375
2021-06-23,1462.0986328125
2021-06-24,1482.521728515625
2021-06-25,1491.2322998046875
2021-06-28,1484.588623046875
2021-06-29,1484.786376953125
2021-06-30,1480.68408203125
2021-07-01,1469.6622314453125
2021-07-02,1463.38525390625
2021-07-05,1478.26220703125
2021-07-06,1517.06103515625
2021-07-07,1521.805908203125
2021-07-08,1502.974853515625
2021-07-09,1484.7369384765625
2021-07-12,1469.9093017578125
2021-07-13,1484.588623046875
2021-07-14,1481.919677734375
2021-07-15,1503.221923828125
2021-07-16,1504.85302734375
2021-07-19,1454.09326171875
2021-07-20,1426.5633544921875
2021-07-22,1432.0494384765625
2021-07-23,1426.16796875
2021-07-26,1418.062255859375
2021-07-27,1423.202392578125
2021-07-28,1401.010498046875
2021-07-29,1401.949462890625
2021-07-30,1410.05517578125
2021-08-02,1406.2989501953125
2021-08-03,1418.21044921875
2021-08-04,1448.458740234375
2021-08-05,1467.7840576171875
2021-08-06,1475.494384765625
2021-08-09,1486.6151123046875
2021-08-10,1490.322021484375
2021-08-11,1477.7679443359375
2021-08-12,1484.143798828125
2021-08-13,1508.65869140625
2021-08-16,1513.0081787109375
2021-08-17,1497.2415771484375
2021-08-18,1495.6104736328125
2021-08-20,1497.3404541015625
2021-08-23,1507.0771484375
2021-08-24,1540.9334716796875
2021-08-25,1539.500244140625
2021-08-26,1536.93017578125
2021-08-27,1530.653076171875
2021-08-30,1550.2254638671875
2021-08-31,1563.224365234375
2021-09-01,1560.9508056640625
2021-09-02,1570.737060546875
2021-09-03,1557.9359130859375
2021-09-06,1547.7047119140625
2021-09-07,1551.2139892578125
2021-09-08,1558.2818603515625
2021-09-09,1550.5714111328125
2021-09-13,1537.6715087890625
2021-09-14,1530.751953125
2021-09-15,1529.0220947265625
2021-09-16,1542.0208740234375
2021-09-17,1563.9658203125
2021-09-20,1541.9219970703125
2021-09-21,1534.11279296875
2021-09-22,1516.072509765625
2021-09-23,1551.9554443359375
2021-09-24,1583.142822265625
2021-09-27,1606.422119140625
2021-09-28,1596.4876708984375
2021-09-29,1575.53125
2021-09-30,1576.6185302734375
2021-10-01,1564.5093994140625
2021-10-04,1567.5244140625
2021-10-05,1577.11279296875
2021-10-06,1596.33935546875
2021-10-07,1591.9898681640625
2021-10-08,1584.2301025390625
2021-10-11,1615.022216796875
2021-10-12,1610.870361328125
2021-10-13,1620.5577392578125
2021-10-14,1668.006103515625
2021-10-18,1651.1026611328125
2021-10-19,1669.291015625
2021-10-20,1654.61181640625
2021-10-21,1657.03369140625
2021-10-22,1661.4324951171875
2021-10-25,1637.9554443359375
2021-10-26,1633.7542724609375
2021-10-27,1623.918701171875
2021-10-28,1575.2840576171875
2021-10-29,1564.65771484375
2021-11-01,1586.8497314453125
2021-11-02,1588.282958984375
2021-11-03,1563.273681640625
2021-11-04,1575.630126953125
2021-11-08,1581.857666015625
2021-11-09,1554.1795654296875
2021-11-10,1537.3748779296875
2021-11-11,1530.5048828125
2021-11-12,1535.1507568359375
2021-11-15,1539.3519287109375
2021-11-16,1530.208251953125
2021-11-17,1513.2059326171875
2021-11-18,1521.7071533203125
2021-11-22,1497.9334716796875
2021-11-23,1498.1312255859375
2021-11-24,1500.6025390625
2021-11-25,1508.41162109375
2021-11-26,1472.7760009765625
2021-11-29,1483.99560546875
2021-11-30,1476.3841552734375
2021-12-01,1487.3564453125
2021-12-02,1508.2139892578125
2021-12-03,1496.1541748046875
2021-12-06,1486.5162353515625
2021-12-07,1508.16455078125
2021-12-08,1535.941650390625
2021-12-09,1509.30126953125
2021-12-10,1505.05078125
2021-12-13,1493.78173828125
2021-12-14,1485.1817626953125
2021-12-15,1482.7598876953125
2021-12-16,1482.8587646484375
2021-12-17,1456.1197509765625
2021-12-20,1409.2645263671875
2021-12-21,1425.2288818359375
2021-12-22,1428.5897216796875
2021-12-23,1427.5023193359375
2021-12-24,1422.3621826171875
2021-12-27,1434.12548828125
2021-12-28,1444.010498046875
2021-12-29,1437.1402587890625
2021-12-30,1444.702392578125
2021-12-31,1462.396728515625
2022-01-03,1502.18408203125
2022-01-04,1510.9818115234375
2022-01-05,1546.864501953125
2022-01-06,1522.0531005859375
2022-01-07,1532.72900390625
2022-01-10,1541.2301025390625
2022-01-11,1547.902587890625
2022-01-12,1538.7587890625
2022-01-13,1510.4381103515625
2022-01-14,1527.3909912109375
2022-01-17,1504.0128173828125
2022-01-18,1511.6737060546875
2022-01-19,1500.997802734375
2022-01-20,1491.656494140625
2022-01-21,1504.1116943359375
2022-01-24,1469.5633544921875
2022-01-25,1470.947265625
2022-01-27,1457.997802734375
2022-01-28,1446.4322509765625
2022-01-31,1468.624267578125
2022-02-01,1479.79443359375
2022-02-02,1513.601318359375
2022-02-03,1497.9334716796875
2022-02-04,1506.484130859375
2022-02-07,1451.2760009765625
2022-02-08,1445.04833984375
2022-02-09,1480.387451171875
2022-02-10,1507.5714111328125
2022-02-11,1501.3931884765625
2022-02-14,1456.76220703125
2022-02-15,1500.3553466796875
2022-02-16,1498.328857421875
2022-02-17,1489.1851806640625
2022-02-18,1494.9678955078125
